1	12-16-2012 05:56:43
1	12-16-2012 08:59:06

2	11-26-2012 12:31:08
2	11-26-2012 12:31:19

2	01-09-2013 05:07:43
2	01-09-2013 05:33:46

2	01-09-2013 05:35:41
2	01-09-2013 05:38:42

2	01-10-2013 07:43:59
2	01-10-2013 07:44:13

2	01-10-2013 07:48:09
2	01-10-2013 07:48:23

3	11-06-2012 19:22:15
3	11-06-2012 19:25:09

3	11-06-2012 19:22:17
3	11-06-2012 19:25:14

3	11-16-2012 00:26:53
3	11-16-2012 00:26:57

3	11-16-2012 00:26:53
3	11-16-2012 00:26:58

3	11-16-2012 00:39:18
3	11-16-2012 00:39:54

3	11-16-2012 00:39:17
3	11-16-2012 00:39:55

3	12-07-2012 01:00:59
3	12-07-2012 03:41:56

4	01-29-2013 00:54:43
4	01-29-2013 00:54:49

4	01-29-2013 00:54:46
4	01-29-2013 00:54:52

4	01-29-2013 00:55:08
4	01-29-2013 00:55:28

5	12-17-2012 17:30:51
5	12-17-2012 17:31:32

5	12-17-2012 17:31:42
5	12-17-2012 17:31:42

5	12-17-2012 17:31:43
5	12-17-2012 17:31:43

5	12-17-2012 17:31:43
5	12-17-2012 17:31:43

5	12-17-2012 17:31:43
5	12-17-2012 17:31:43

5	12-17-2012 17:31:43
5	12-17-2012 17:31:43

5	12-17-2012 17:31:44
5	12-17-2012 17:31:44

5	12-17-2012 17:31:44
5	12-17-2012 17:31:44

5	12-17-2012 17:31:44
5	12-17-2012 17:31:44

5	12-17-2012 17:31:44
5	12-17-2012 17:31:45

5	12-17-2012 17:31:45
5	12-17-2012 17:31:45

5	12-17-2012 17:31:45
5	12-17-2012 17:31:45

5	12-17-2012 17:31:46
5	12-17-2012 17:31:46

5	12-17-2012 17:31:46
5	12-17-2012 17:31:46

5	12-17-2012 17:31:46
5	12-17-2012 17:31:46

5	12-17-2012 17:31:46
5	12-17-2012 17:31:47

5	12-17-2012 17:31:47
5	12-17-2012 17:31:48

5	12-17-2012 17:31:48
5	12-17-2012 17:31:48

5	12-17-2012 17:31:49
5	12-17-2012 17:31:49

5	12-17-2012 17:31:49
5	12-17-2012 17:31:50

5	12-17-2012 17:31:51
5	12-17-2012 17:31:51

5	12-17-2012 17:31:51
5	12-17-2012 17:31:51

5	12-17-2012 17:31:51
5	12-17-2012 17:31:52

5	12-17-2012 17:31:52
5	12-17-2012 17:31:52

5	12-17-2012 17:31:52
5	12-17-2012 17:31:52

5	12-17-2012 17:31:53
5	12-17-2012 17:31:53

5	12-17-2012 17:31:53
5	12-17-2012 17:31:53

5	12-17-2012 17:31:54
5	12-17-2012 17:31:54

5	12-17-2012 17:31:55
5	12-17-2012 17:31:55

5	12-17-2012 17:31:56
5	12-17-2012 17:31:56

5	12-17-2012 17:31:56
5	12-17-2012 17:31:56

5	12-17-2012 17:31:56
5	12-17-2012 17:31:57

5	12-17-2012 17:31:57
5	12-17-2012 17:31:57

5	12-17-2012 17:31:57
5	12-17-2012 17:31:57

5	12-17-2012 17:31:57
5	12-17-2012 17:31:57

5	12-17-2012 17:31:58
5	12-17-2012 17:31:58

5	12-17-2012 17:31:58
5	12-17-2012 17:31:58

5	12-17-2012 17:31:58
5	12-17-2012 17:31:58

5	12-17-2012 17:31:59
5	12-17-2012 17:31:59

5	12-17-2012 17:31:59
5	12-17-2012 17:31:59

5	12-17-2012 17:32:00
5	12-17-2012 17:32:00

5	12-17-2012 17:32:00
5	12-17-2012 17:32:01

5	12-17-2012 17:32:01
5	12-17-2012 17:32:01

5	12-17-2012 17:32:01
5	12-17-2012 17:32:01

5	12-17-2012 17:32:01
5	12-17-2012 17:32:02

5	12-17-2012 17:32:02
5	12-17-2012 17:32:02

5	12-17-2012 17:32:02
5	12-17-2012 17:32:02

5	12-17-2012 17:32:03
5	12-17-2012 17:32:03

5	12-17-2012 17:32:06
5	12-17-2012 17:32:06

5	12-17-2012 17:32:07
5	12-17-2012 17:32:07

5	12-17-2012 17:32:07
5	12-17-2012 17:32:07

5	12-17-2012 17:32:08
5	12-17-2012 17:32:08

5	12-17-2012 17:32:08
5	12-17-2012 17:32:08

5	12-17-2012 17:32:08
5	12-17-2012 17:32:08

5	12-17-2012 17:32:08
5	12-17-2012 17:32:08

5	12-17-2012 17:32:09
5	12-17-2012 17:32:09

5	12-17-2012 17:32:09
5	12-17-2012 17:32:09

5	12-17-2012 17:32:09
5	12-17-2012 17:32:09

5	12-17-2012 17:32:09
5	12-17-2012 17:32:09

5	12-17-2012 17:32:10
5	12-17-2012 17:32:10

5	12-17-2012 17:32:10
5	12-17-2012 17:32:10

5	12-17-2012 17:32:10
5	12-17-2012 17:32:10

5	12-17-2012 17:32:10
5	12-17-2012 17:32:10

5	12-17-2012 17:32:11
5	12-17-2012 17:32:11

5	12-17-2012 17:32:11
5	12-17-2012 17:32:11

5	12-17-2012 17:32:11
5	12-17-2012 17:32:11

5	12-17-2012 17:32:11
5	12-17-2012 17:32:11

5	12-17-2012 17:32:12
5	12-17-2012 17:32:12

5	12-17-2012 17:32:12
5	12-17-2012 17:32:12

5	12-17-2012 17:32:12
5	12-17-2012 17:32:12

5	12-17-2012 17:32:12
5	12-17-2012 17:32:13

5	12-17-2012 17:32:13
5	12-17-2012 17:32:13

5	12-17-2012 17:32:13
5	12-17-2012 17:32:13

5	12-17-2012 17:32:13
5	12-17-2012 17:32:13

5	12-17-2012 17:32:13
5	12-17-2012 17:32:13

5	12-17-2012 17:32:14
5	12-17-2012 17:32:14

5	12-17-2012 17:32:14
5	12-17-2012 17:32:14

5	12-17-2012 17:32:14
5	12-17-2012 17:32:14

5	12-17-2012 17:32:14
5	12-17-2012 17:32:15

5	12-17-2012 17:32:15
5	12-17-2012 17:32:15

5	12-17-2012 17:32:15
5	12-17-2012 17:32:15

5	12-17-2012 17:32:15
5	12-17-2012 17:32:15

5	12-17-2012 17:32:15
5	12-17-2012 17:32:15

5	12-17-2012 17:32:16
5	12-17-2012 17:32:16

5	12-17-2012 17:32:16
5	12-17-2012 17:32:16

5	12-17-2012 17:32:16
5	12-17-2012 17:32:16

5	12-17-2012 17:32:16
5	12-17-2012 17:32:16

5	12-17-2012 17:32:17
5	12-17-2012 17:32:17

5	12-17-2012 17:32:17
5	12-17-2012 17:32:17

5	12-17-2012 17:32:17
5	12-17-2012 17:32:17

5	12-17-2012 17:32:17
5	12-17-2012 17:32:17

5	12-17-2012 17:32:17
5	12-17-2012 17:32:17

5	12-17-2012 17:32:18
5	12-17-2012 17:32:18

5	12-17-2012 17:32:18
5	12-17-2012 17:32:19

5	12-17-2012 17:32:19
5	12-17-2012 17:32:19

5	12-17-2012 17:32:19
5	12-17-2012 17:32:19

5	12-17-2012 17:32:19
5	12-17-2012 17:32:20

5	12-17-2012 17:32:20
5	12-17-2012 17:32:20

5	12-17-2012 17:32:20
5	12-17-2012 17:32:20

5	12-17-2012 17:32:20
5	12-17-2012 17:32:20

5	12-17-2012 17:32:21
5	12-17-2012 17:32:21

5	12-17-2012 17:32:21
5	12-17-2012 17:32:21

5	12-17-2012 17:32:21
5	12-17-2012 17:32:22

5	12-17-2012 17:32:22
5	12-17-2012 17:32:22

5	12-17-2012 17:32:22
5	12-17-2012 17:32:22

5	12-17-2012 17:32:22
5	12-17-2012 17:32:23

5	12-17-2012 17:32:25
5	12-17-2012 17:32:25

5	12-17-2012 17:32:26
5	12-17-2012 17:32:26

5	12-17-2012 17:32:26
5	12-17-2012 17:32:26

5	12-17-2012 17:32:26
5	12-17-2012 17:32:27

5	12-17-2012 17:32:27
5	12-17-2012 17:32:27

5	12-17-2012 17:32:27
5	12-17-2012 17:32:28

5	12-17-2012 17:32:28
5	12-17-2012 17:32:28

5	12-17-2012 17:32:28
5	12-17-2012 17:32:29

5	12-17-2012 17:32:29
5	12-17-2012 17:32:29

5	12-17-2012 17:32:29
5	12-17-2012 17:32:29

5	12-17-2012 17:32:29
5	12-17-2012 17:32:30

5	12-17-2012 17:32:30
5	12-17-2012 17:32:30

5	12-17-2012 17:32:30
5	12-17-2012 17:32:30

5	12-17-2012 17:32:30
5	12-17-2012 17:32:30

5	12-17-2012 17:32:31
5	12-17-2012 17:32:32

5	12-17-2012 17:32:34
5	12-17-2012 17:32:35

5	12-17-2012 17:32:35
5	12-17-2012 17:32:35

5	12-17-2012 17:32:35
5	12-17-2012 17:32:35

5	12-17-2012 17:32:35
5	12-17-2012 17:32:36

5	12-17-2012 17:32:36
5	12-17-2012 17:32:36

5	12-17-2012 17:32:36
5	12-17-2012 17:32:36

5	12-17-2012 17:32:36
5	12-17-2012 17:32:37

5	12-17-2012 17:32:37
5	12-17-2012 17:32:37

5	12-17-2012 17:32:37
5	12-17-2012 17:32:37

5	12-17-2012 17:32:37
5	12-17-2012 17:32:37

5	12-17-2012 17:32:38
5	12-17-2012 17:32:38

5	12-17-2012 17:32:38
5	12-17-2012 17:32:38

5	12-17-2012 17:32:38
5	12-17-2012 17:32:38

5	12-17-2012 17:32:38
5	12-17-2012 17:32:39

5	12-17-2012 17:32:39
5	12-17-2012 17:32:39

5	12-17-2012 17:32:39
5	12-17-2012 17:32:39

5	12-17-2012 17:32:39
5	12-17-2012 17:32:39

5	12-17-2012 17:32:40
5	12-17-2012 17:32:40

5	12-17-2012 17:32:40
5	12-17-2012 17:32:40

5	12-17-2012 17:32:41
5	12-17-2012 17:32:41

5	12-17-2012 17:32:41
